UCS.0002.UA_S1_L001	UCS.0002.UA_S1_L002	UCS.0007.UA_S2_L001	UCS.0007.UA_S2_L002	UCS.0010.UA_S3_L001	UCS.0010.UA_S3_L002	UCS.0016.UA_S4_L001	UCS.0016.UA_S4_L002	UCS.0018.UA_S5_L001	UCS.0018.UA_S5_L002	UCS.0020.BAL_S12_L001	UCS.0020.BAL_S12_L002	UCS.0025.BAL_S8_L001	UCS.0025.BAL_S8_L002	UCS.0040.BKG_S16_L001	UCS.0040.BKG_S16_L002	UCS.0047.BAL_S7_L001	UCS.0047.BAL_S7_L002	UCS.0064.BAL_S6_L001	UCS.0064.BAL_S6_L002	UCS.0069.BKG_S17_L001	UCS.0069.BKG_S17_L002	UCS.0070.BKG_S18_L001	UCS.0070.BKG_S18_L002	UCS.0081.BAL_S9_L001	UCS.0081.BAL_S9_L002	UCS.0085.BKG_S20_L001	UCS.0085.BKG_S20_L002	UCS.0136.BKG_S19_L001	UCS.0136.BKG_S19_L002	UCS.0147.BAL_S11_L001	UCS.0147.BAL_S11_L002	UCS.0163.BAL_S10_L001	UCS.0163.BAL_S10_L002	UCS.0191.BAL_S13_L001	UCS.0191.BAL_S13_L002	UCS.0192.BAL_S14_L001	UCS.0192.BAL_S14_L002	UCS.0194.BAL_S15_L001	UCS.0194.BAL_S15_L002
Staphylococcus sp. SDB 2975	2.31056380529526e-05	2.15976709071694e-05	2.32521592436153e-05	2.10841209344237e-05	9.81642548118277e-07	1.79549837776722e-06	4.43186002699217e-06	5.1662682962175e-06	1.74119141814237e-05	1.38124599438662e-05	0	1.18600889032264e-06	1.88480451749947e-05	1.37062611179806e-05	2.50468465483478e-06	3.42839380512095e-06	3.98239780171641e-06	0	0	5.50392567498768e-06	2.86350290162328e-06	4.14017425617065e-06	1.03975719589961e-06	5.45884603270176e-07	0	1.11690911040423e-05	4.85414271956258e-07	1.06064053142333e-06	0	2.00180562867707e-06	2.02436116222623e-06	0	2.63540722312412e-06	0	3.28019060094185e-06	3.55047233116912e-06	0	3.56742795579243e-06	9.81290711298385e-07	0
Staphylococcus schweitzeri	2.12571870087164e-05	2.20776191495509e-05	2.20494613517041e-06	5.93630589415812e-06	2.69951700732526e-06	1.53899860951476e-06	1.35815065343308e-06	1.42259561779902e-06	3.00751244951864e-05	2.26524343079405e-05	5.47442458323206e-06	4.74403556129057e-06	2.16752519512439e-05	1.17482238154119e-05	3.57812093547825e-07	1.14279793504032e-06	0	8.41924470955711e-06	5.14498569693976e-06	5.50392567498768e-06	2.14762717621746e-06	1.88189738916848e-06	0	0	4.1808379653534e-06	4.46763644161693e-06	1.45624281586878e-06	0	0	0	6.07308348667869e-06	0	0	8.52820276654898e-06	2.18679373396123e-06	1.18349077705637e-06	0	0	9.81290711298385e-07	1.08167395534634e-06
Staphylococcus kloosii	1.61739466370668e-05	2.25575673919325e-05	8.01798594607423e-06	6.75510670714545e-06	1.96328509623655e-06	2.56499768252459e-06	5.64704745374809e-06	6.47655373366397e-06	2.16329842860113e-05	1.8784945523658e-05	3.28465474993923e-06	2.37201778064528e-06	1.97904474337444e-05	2.74125222359611e-05	2.8624967483826e-06	3.42839380512095e-06	0	0	5.14498569693976e-06	2.75196283749384e-06	9.66432229297858e-06	7.5275895566739e-06	4.15902878359845e-06	4.91296142943159e-06	2.0904189826767e-06	1.34029093248508e-05	5.33955699151884e-06	6.36384318853999e-06	5.70399679055114e-06	1.10099309577239e-05	0	6.49979525644942e-06	5.27081444624823e-06	1.7056405533098e-05	6.5603812018837e-06	1.18349077705637e-05	3.34697784635364e-06	3.56742795579243e-06	0	4.32669582138534e-06
Staphylococcus argenteus	1.52497211149487e-05	1.53583437562093e-05	0.000109445508163913	0.000114018013208485	2.45410637029569e-07	0	1.7763180914638e-05	1.54239314350841e-05	3.64067296520677e-05	3.7569891047316e-05	1.09488491664641e-06	5.93004445161321e-06	1.88480451749947e-05	2.54544849333925e-05	6.08280559031303e-06	9.90424877034942e-06	3.98239780171641e-06	1.26288670643357e-05	5.14498569693976e-06	2.75196283749384e-06	1.39595766454135e-05	1.31732817241793e-05	7.7981789692471e-06	8.18826904905264e-06	2.0904189826767e-06	2.23381822080846e-06	5.8249712634751e-06	4.24256212569333e-06	1.42599919763778e-05	9.0081253290468e-06	0	2.16659841881647e-06	2.63540722312412e-06	1.7056405533098e-05	5.46698433490309e-06	4.7339631082255e-06	1.00409335390609e-05	1.78371397789622e-05	9.81290711298385e-07	1.08167395534634e-06
Staphylococcus felis	1.24770445485944e-05	1.53583437562093e-05	4.81079156764454e-05	5.34267530474231e-05	2.69951700732526e-06	5.89949466980657e-06	3.68130308693705e-06	4.41753376053381e-06	7.38687268302824e-06	1.21549647506022e-05	0	2.37201778064528e-06	1.79056429162449e-05	2.54544849333925e-05	4.65155721612172e-06	5.33305703018815e-06	3.98239780171641e-06	0	2.57249284846988e-06	5.50392567498768e-06	1.00222601556815e-05	4.51655373400434e-06	5.45872527847297e-06	2.72942301635088e-06	0	0	2.42707135978129e-06	1.590960797135e-06	9.50666131758523e-07	6.0054168860312e-06	4.04872232445246e-06	8.6663936752659e-06	0	2.84273425551633e-06	4.37358746792247e-06	4.7339631082255e-06	6.69395569270727e-06	7.13485591158487e-06	9.81290711298385e-07	2.16334791069267e-06
Staphylococcus auricularis	7.85591693800388e-06	7.19922363572312e-06	1.90427166219263e-05	1.49431148370187e-05	0	1.79549837776722e-06	1.02576115140867e-05	9.73354896388805e-06	6.12055165165197e-05	5.41448429799554e-05	1.09488491664641e-06	0	3.58112858324899e-05	3.42656527949514e-05	3.57812093547825e-06	7.61865290026879e-06	0	4.20962235477855e-06	2.57249284846988e-06	2.20157026999507e-05	1.10960737437902e-05	9.78586642367608e-06	2.59939298974903e-06	3.27530761962106e-06	2.0904189826767e-06	6.70145466242539e-06	1.45624281586878e-06	4.77288239140499e-06	5.70399679055114e-06	3.0027084430156e-06	6.07308348667869e-06	2.16659841881647e-06	1.05416288924965e-05	2.84273425551633e-06	1.09339686698062e-06	7.10094466233825e-06	3.34697784635364e-06	0	0	1.08167395534634e-06
Staphylococcus nepalensis	6.46957865482672e-06	1.05588613323939e-05	5.13151100548751e-05	5.79301575188534e-05	9.81642548118277e-07	1.53899860951476e-06	1.62620670345277e-05	1.62475394243362e-05	7.01752904887683e-05	8.01122676744237e-05	2.18976983329282e-06	3.55802667096793e-06	3.10992745387412e-05	2.93705595385298e-05	3.57812093547825e-06	8.7614508353091e-06	3.98239780171641e-06	0	2.57249284846988e-06	8.25588851248153e-06	5.36906794054366e-06	1.05386253793435e-05	6.49848247437258e-06	6.55061523924212e-06	4.1808379653534e-06	8.93527288323385e-06	5.33955699151884e-06	2.65160132855833e-06	5.70399679055114e-06	6.0054168860312e-06	6.07308348667869e-06	6.49979525644942e-06	7.90622166937235e-06	2.84273425551633e-06	3.28019060094185e-06	5.91745388528187e-06	1.00409335390609e-05	7.13485591158487e-06	1.96258142259677e-06	3.24502186603901e-06
Staphylococcus sciuri	6.00746589376767e-06	3.35963769667079e-06	4.00899297303712e-06	4.09400406493664e-06	1.71787445920698e-06	1.79549837776722e-06	7.97019988725205e-06	6.06474973903794e-06	0.00046853878160922	0.000462993657318394	2.18976983329282e-06	4.74403556129057e-06	1.88480451749947e-05	1.86013543744022e-05	5.36718140321737e-06	4.95212438517471e-06	1.19471934051492e-05	4.20962235477855e-06	1.54349570908193e-05	1.65117770249631e-05	8.23257084216694e-06	4.14017425617065e-06	5.71866457744787e-06	2.45648071471579e-06	6.27125694803009e-06	4.46763644161693e-06	7.76662835130013e-06	1.00760850485217e-05	3.80266452703409e-06	2.00180562867707e-06	2.02436116222623e-06	4.33319683763295e-06	1.05416288924965e-05	2.55846082996469e-05	4.37358746792247e-06	1.30183985476201e-05	0	1.78371397789622e-05	1.96258142259677e-06	3.24502186603901e-06
Staphylococcus schleiferi	5.08324037164957e-06	5.27943066619696e-06	5.07137611089195e-05	5.09703506084611e-05	4.90821274059139e-07	1.53899860951476e-06	8.72075682730718e-06	8.94737770142017e-06	3.9044898467435e-05	5.13823509911821e-05	2.18976983329282e-06	3.55802667096793e-06	1.50784361399957e-05	2.34964476308238e-05	1.4312483741913e-06	7.61865290026879e-07	3.98239780171641e-06	1.26288670643357e-05	7.71747854540964e-06	1.10078513499754e-05	3.5793786270291e-06	3.01103582266956e-06	1.03975719589961e-06	1.36471150817544e-06	1.04520949133835e-05	4.46763644161693e-06	2.42707135978129e-06	2.12128106284666e-06	0	0	0	2.16659841881647e-06	7.90622166937235e-06	1.13709370220653e-05	1.09339686698062e-06	3.55047233116912e-06	3.34697784635364e-06	0	3.92516284519354e-06	1.08167395534634e-06
Staphylococcus condimenti	4.15901484953146e-06	4.79948242381542e-06	5.21169086494825e-06	4.70810467467713e-06	9.81642548118277e-07	7.69499304757378e-07	2.53759727351971e-06	3.78110940520266e-06	9.49740773532202e-06	8.83997436407434e-06	0	0	1.88480451749947e-05	1.66433170718335e-05	7.1562418709565e-07	2.28559587008064e-06	3.98239780171641e-06	8.41924470955711e-06	2.57249284846988e-06	5.50392567498768e-06	1.07381358810873e-06	1.88189738916848e-06	5.19878597949807e-07	1.09176920654035e-06	0	4.46763644161693e-06	3.88331417565007e-06	3.71224185998166e-06	1.90133226351705e-06	7.00631970036973e-06	2.02436116222623e-06	2.16659841881647e-06	7.90622166937235e-06	1.13709370220653e-05	3.28019060094185e-06	2.36698155411275e-06	3.34697784635364e-06	3.56742795579243e-06	0	1.08167395534634e-06
Staphylococcus carnosus	4.15901484953146e-06	7.19922363572312e-06	8.81978454068166e-06	7.77860772337961e-06	4.90821274059139e-07	7.69499304757378e-07	1.44750267010631e-05	1.41136459976377e-05	1.00250414983955e-05	4.97248557979182e-06	0	0	1.03664248462471e-05	6.85313055899028e-06	4.2937451225739e-06	6.85678761024191e-06	0	8.41924470955711e-06	2.57249284846988e-06	5.50392567498768e-06	1.32437009200077e-05	1.69370765025163e-05	8.31805756719691e-06	4.36707682616141e-06	4.1808379653534e-06	4.46763644161693e-06	4.85414271956258e-06	9.01544451709832e-06	1.04573274493438e-05	4.00361125735413e-06	2.02436116222623e-06	2.16659841881647e-06	2.63540722312412e-06	1.13709370220653e-05	3.28019060094185e-06	2.36698155411275e-06	0	7.13485591158487e-06	1.96258142259677e-06	3.24502186603901e-06
Staphylococcus piscifermentans	3.69690208847241e-06	4.79948242381542e-07	4.00899297303712e-06	8.18800812987327e-07	1.47246382217742e-06	7.69499304757378e-07	2.07296678681892e-06	1.98414651956179e-06	1.05526752614689e-06	2.20999359101859e-06	1.09488491664641e-06	1.18600889032264e-06	9.42402258749734e-07	6.85313055899028e-06	1.78906046773912e-06	1.9046632250672e-06	7.96479560343283e-06	4.20962235477855e-06	0	2.75196283749384e-06	5.36906794054366e-06	2.25827686700217e-06	5.19878597949807e-07	2.72942301635088e-07	0	6.70145466242539e-06	4.85414271956258e-07	2.12128106284666e-06	0	3.0027084430156e-06	0	0	2.63540722312412e-06	0	1.09339686698062e-06	0	3.34697784635364e-06	0	0	0
Staphylococcus muscae	3.23478932741336e-06	3.35963769667079e-06	2.60584543247413e-06	2.45640243896198e-06	5.64444465168009e-06	6.41249420631148e-06	5.79001068042526e-06	4.60471739445473e-06	3.69343634151412e-06	3.31499038652788e-06	2.18976983329282e-06	1.18600889032264e-06	1.03664248462471e-05	9.79018651284326e-06	4.65155721612172e-06	6.09492232021503e-06	0	8.41924470955711e-06	0	5.50392567498768e-06	1.10960737437902e-05	1.54315585911815e-05	5.97860387642278e-06	4.6400191277965e-06	0	0	7.76662835130013e-06	3.71224185998166e-06	1.14079935811023e-05	7.00631970036973e-06	0	0	0	2.84273425551633e-06	3.28019060094185e-06	5.91745388528187e-06	0	3.56742795579243e-06	1.96258142259677e-06	0
Staphylococcus sp. M0911	3.23478932741336e-06	6.23932715096004e-06	1.8040468378667e-05	1.76042174792275e-05	4.90821274059139e-07	2.56499768252459e-07	8.04168150059064e-06	8.98481442820435e-06	7.91450644610168e-06	1.27074631483569e-05	1.09488491664641e-06	1.18600889032264e-06	5.6544135524984e-06	8.81116786155893e-06	4.65155721612172e-06	7.99958554528222e-06	3.98239780171641e-06	4.20962235477855e-06	7.71747854540964e-06	8.25588851248153e-06	1.43175145081164e-06	1.12913843350109e-06	2.59939298974903e-06	4.36707682616141e-06	8.36167593070679e-06	0	5.8249712634751e-06	7.42448371996332e-06	0	3.0027084430156e-06	2.02436116222623e-06	2.16659841881647e-06	7.90622166937235e-06	2.84273425551633e-06	1.09339686698062e-06	1.18349077705637e-06	3.34697784635364e-06	3.56742795579243e-06	1.96258142259677e-06	0
Staphylococcus lutrae	1.84845104423621e-06	2.39974121190771e-06	3.40764402708155e-06	4.70810467467713e-06	1.47246382217742e-06	1.53899860951476e-06	3.28815421357484e-06	3.74367267841848e-06	4.22107010458756e-06	3.31499038652788e-06	4.37953966658565e-06	2.37201778064528e-06	7.53921806999787e-06	9.79018651284326e-06	2.36155981741564e-05	2.20940934107795e-05	3.98239780171641e-06	8.41924470955711e-06	5.14498569693976e-06	5.50392567498768e-06	3.40040969567765e-05	3.91434656947043e-05	1.58562972374691e-05	1.52847688915649e-05	6.27125694803009e-06	2.23381822080846e-06	2.52415421417254e-05	1.64399282370616e-05	1.80626565034119e-05	1.5013542215078e-05	2.02436116222623e-06	0	2.63540722312412e-06	0	1.09339686698062e-06	2.36698155411275e-06	0	3.56742795579243e-06	9.81290711298385e-07	1.08167395534634e-06
Staphylococcus sp. AntiMn-1	1.38633828317715e-06	4.79948242381542e-07	4.20944262168897e-06	3.8893038616898e-06	0	2.56499768252459e-07	1.78704033346459e-06	2.17133015348272e-06	0	5.52498397754647e-07	0	0	3.76960903499893e-06	2.93705595385298e-06	0	0	0	0	0	2.75196283749384e-06	0	3.76379477833695e-07	1.03975719589961e-06	2.72942301635088e-07	0	0	3.39789990369381e-06	3.18192159427e-06	0	2.00180562867707e-06	2.02436116222623e-06	4.33319683763295e-06	0	0	0	0	0	3.56742795579243e-06	0	0
Staphylococcus delphini	4.62112761059052e-07	2.87968945428925e-06	1.60359718921485e-06	8.18800812987327e-07	8.34396165900535e-06	7.95149281582624e-06	1.32240984676379e-06	1.16053853030973e-06	0	1.10499679550929e-06	0	2.37201778064528e-06	1.97904474337444e-05	2.93705595385298e-06	3.57812093547825e-06	2.66652851509408e-06	0	4.20962235477855e-06	2.57249284846988e-06	8.25588851248153e-06	4.29525435243493e-06	3.76379477833695e-06	2.33945369077413e-06	4.09413452452632e-06	4.1808379653534e-06	4.46763644161693e-06	2.42707135978129e-06	2.65160132855833e-06	1.90133226351705e-06	4.00361125735413e-06	2.02436116222623e-06	2.16659841881647e-06	0	2.84273425551633e-06	0	3.55047233116912e-06	3.34697784635364e-06	7.13485591158487e-06	9.81290711298385e-07	1.08167395534634e-06
Staphylococcus hyicus	4.62112761059052e-07	2.87968945428925e-06	2.44548571355264e-05	2.86580284545565e-05	7.36231911088708e-07	2.56499768252459e-06	2.96648695355121e-06	4.11803994626033e-06	1.58290128922034e-06	2.76249198877323e-06	0	5.93004445161321e-06	7.53921806999787e-06	6.85313055899028e-06	6.44061768386085e-06	9.14238348032254e-06	7.96479560343283e-06	0	5.14498569693976e-06	5.50392567498768e-06	1.39595766454135e-05	1.731345598035e-05	9.09787546412162e-06	5.73178833433685e-06	0	6.70145466242539e-06	1.35915996147752e-05	1.69702485027733e-05	1.14079935811023e-05	4.00361125735413e-06	4.04872232445246e-06	4.33319683763295e-06	5.27081444624823e-06	0	2.18679373396123e-06	2.36698155411275e-06	0	0	0	1.08167395534634e-06
Macrococcus sp. IME1552	3.23478932741336e-06	2.39974121190771e-06	1.20269789191114e-06	2.25170223571515e-06	4.66280210356182e-06	3.07799721902951e-06	6.64779004048826e-06	7.97402280503136e-06	2.63816881536723e-06	4.97248557979182e-06	1.09488491664641e-06	2.37201778064528e-06	7.53921806999787e-06	1.07692051641276e-05	4.65155721612172e-06	7.99958554528222e-06	3.98239780171641e-06	1.68384894191142e-05	7.71747854540964e-06	5.50392567498768e-06	2.43397746637979e-05	2.40882865813565e-05	3.89908948462355e-06	9.280038255593e-06	2.0904189826767e-06	8.93527288323385e-06	2.03873994221629e-05	1.7500568768485e-05	6.65466292230966e-06	8.00722251470827e-06	2.02436116222623e-06	4.33319683763295e-06	2.63540722312412e-06	1.13709370220653e-05	4.37358746792247e-06	5.91745388528187e-06	6.69395569270727e-06	7.13485591158487e-06	9.81290711298385e-07	4.32669582138534e-06
Macrococcus caseolyticus	1.84845104423621e-06	2.87968945428925e-06	3.20719437842969e-06	2.66110264220881e-06	4.90821274059139e-07	1.02599907300984e-06	1.64407710678742e-06	2.02158324634598e-06	8.96977397224857e-06	3.86748878428253e-06	1.09488491664641e-06	1.18600889032264e-06	5.6544135524984e-06	7.8321492102746e-06	6.44061768386085e-06	7.23772025525535e-06	0	0	5.14498569693976e-06	2.75196283749384e-06	1.1811949469196e-05	7.15121007884021e-06	4.41896808257336e-06	5.73178833433685e-06	4.1808379653534e-06	2.23381822080846e-06	8.73745689521265e-06	7.42448371996332e-06	9.50666131758523e-06	3.0027084430156e-06	2.02436116222623e-06	4.33319683763295e-06	0	2.84273425551633e-06	1.09339686698062e-06	3.55047233116912e-06	0	1.07022838673773e-05	9.81290711298385e-07	3.24502186603901e-06
Macrococcus canis	9.24225522118103e-07	9.59896484763083e-07	4.00899297303712e-07	2.25170223571515e-06	6.13526592573923e-06	7.69499304757378e-06	3.96722954029138e-06	3.48161559092919e-06	4.22107010458756e-06	3.86748878428253e-06	0	1.18600889032264e-06	2.92144700212417e-05	1.76223357231179e-05	7.51405396450432e-06	1.33326425754704e-05	3.98239780171641e-06	4.20962235477855e-06	0	0	7.51669511676112e-06	1.09150048571772e-05	6.23854317539768e-06	4.6400191277965e-06	2.0904189826767e-06	0	8.73745689521265e-06	1.06064053142333e-05	3.80266452703409e-06	5.00451407169267e-06	2.02436116222623e-06	0	0	2.84273425551633e-06	2.18679373396123e-06	4.7339631082255e-06	3.34697784635364e-06	7.13485591158487e-06	9.81290711298385e-07	3.24502186603901e-06
Auricoccus indicus	6.46957865482672e-06	6.23932715096004e-06	7.81753629742238e-06	7.57390752013278e-06	5.39903401465052e-06	5.12999536504919e-06	3.96722954029138e-06	4.26778685339707e-06	3.16580257844067e-06	8.83997436407434e-06	2.18976983329282e-06	0	1.03664248462471e-05	1.07692051641276e-05	4.2937451225739e-06	6.09492232021503e-06	0	0	1.28624642423494e-05	0	2.18342096248775e-05	2.44646660591902e-05	9.61775406207143e-06	2.72942301635088e-06	2.0904189826767e-06	2.23381822080846e-06	9.70828543912517e-06	8.48512425138665e-06	1.42599919763778e-05	1.70153478437551e-05	2.02436116222623e-06	2.16659841881647e-06	5.27081444624823e-06	2.84273425551633e-06	4.37358746792247e-06	0	3.34697784635364e-06	0	9.81290711298385e-07	3.24502186603901e-06
Salinicoccus halodurans	3.23478932741336e-06	1.43984472714462e-06	1.40314754056299e-06	2.25170223571515e-06	9.81642548118277e-07	1.2824988412623e-06	2.1444484001575e-06	1.64721597850413e-06	3.69343634151412e-06	2.76249198877323e-06	0	0	5.6544135524984e-06	1.95803730256865e-06	2.28999739870608e-05	1.63801037355779e-05	0	0	5.14498569693976e-06	1.10078513499754e-05	3.29302833686678e-05	1.91953533695185e-05	1.45566007425946e-05	1.74683073046456e-05	0	2.23381822080846e-06	1.99019851502066e-05	1.48489674399266e-05	1.9963988766929e-05	1.90171534724321e-05	2.02436116222623e-06	4.33319683763295e-06	2.63540722312412e-06	2.84273425551633e-06	2.18679373396123e-06	0	0	0	1.96258142259677e-06	2.16334791069267e-06
Jeotgalicoccus saudimassiliensis	1.38633828317715e-06	1.43984472714462e-06	1.60359718921485e-06	4.09400406493664e-07	3.68115955544354e-06	6.15599443805903e-06	2.89500534021263e-06	3.03237486951897e-06	5.8039713938079e-06	4.41998718203717e-06	1.09488491664641e-06	1.18600889032264e-06	1.13088271049968e-05	9.79018651284326e-06	1.64593563031999e-05	1.86656996056585e-05	0	0	7.71747854540964e-06	0	2.29080232129863e-05	1.95717328473522e-05	7.5382396702722e-06	1.03718074621333e-05	0	0	9.70828543912517e-06	1.16670458456567e-05	6.65466292230966e-06	1.60144450294165e-05	4.04872232445246e-06	2.16659841881647e-06	0	2.84273425551633e-06	2.18679373396123e-06	0	0	7.13485591158487e-06	0	0
Bacillus cereus	0.00116637260891305	0.00111875935299137	3.24728430816006e-05	3.78695376006639e-05	2.30685998807795e-05	2.77019749712656e-05	1.93715172147561e-05	2.08148200920067e-05	0.00062630127676818	0.000616035713496431	3.17516625827459e-05	3.3208248929034e-05	5.27745264899851e-05	8.22375667078834e-05	0.000177116986306173	0.00014399253981508	9.15951494394775e-05	0.000126288670643357	0.00125794900290177	0.00129342253362211	0.000224427039914725	0.000253679768059911	0.000154923822189042	0.000150937092804204	4.1808379653534e-05	6.03130919618285e-05	0.000163584609649259	0.000174475367419138	0.000162563908530707	0.000156140839036811	6.68039183534656e-05	0.000106163322522007	0.000129134953933082	0.000207519600652692	4.92028590141278e-05	9.467926216451e-05	6.69395569270727e-05	6.77811311600562e-05	8.43910011716611e-05	8.22072206063215e-05
Bacillus thuringiensis	3.00373294688384e-05	2.78369980581294e-05	2.72611522166524e-05	3.13191310967653e-05	8.09855102197579e-06	8.46449235233116e-06	1.32598392743072e-05	1.40387725440693e-05	4.59041373873898e-05	5.24873477866914e-05	2.29925832495746e-05	3.43942578193566e-05	9.04706168399744e-05	9.49648091745796e-05	8.30124057030954e-05	6.51394822972981e-05	0.000143366320861791	0.000147336782417249	5.91673355148073e-05	0.000104574587824766	0.000100222601556815	0.000112913843350109	4.80887703103571e-05	4.66731335796001e-05	5.01700555842408e-05	5.36116372994031e-05	6.74725838019199e-05	6.89416345425166e-05	7.41519582771648e-05	5.60505576029579e-05	8.70475299757279e-05	0.000123496109872539	8.43330311399718e-05	9.94956989430714e-05	5.24830496150696e-05	6.03580296298751e-05	9.37153796979018e-05	0.000103455410717981	3.53264656067419e-05	2.37968270176194e-05
Bacillus anthracis	1.01664807432991e-05	1.19987060595385e-05	1.18265292704595e-05	1.16679115850694e-05	9.81642548118277e-07	2.56499768252459e-07	2.39463404684254e-06	2.17133015348272e-06	6.33160515688135e-06	2.20999359101859e-06	0	2.37201778064528e-06	3.76960903499893e-06	2.93705595385298e-06	1.28812353677217e-05	1.21898446404301e-05	1.59295912068657e-05	0	7.71747854540964e-06	8.25588851248153e-06	2.21921474875805e-05	2.10772507586869e-05	1.37767828456699e-05	1.09176920654035e-05	2.0904189826767e-06	0	1.35915996147752e-05	1.69702485027733e-05	1.71119903716534e-05	1.00090281433853e-05	0	4.33319683763295e-06	2.63540722312412e-06	2.84273425551633e-06	1.09339686698062e-06	1.18349077705637e-06	6.69395569270727e-06	3.56742795579243e-06	0	2.16334791069267e-06
Bacillus pseudomycoides	4.62112761059052e-06	8.15912012048621e-06	2.20494613517041e-06	3.47990345519614e-06	1.96328509623655e-06	2.56499768252459e-06	6.61204923381897e-06	8.08633298538392e-06	8.44214020917513e-06	1.10499679550929e-05	2.18976983329282e-06	8.30206223225849e-06	1.31936316224963e-05	2.25174289795395e-05	2.79093432967303e-05	3.96169950813977e-05	7.96479560343283e-06	1.26288670643357e-05	5.14498569693976e-06	2.47676655374446e-05	5.54803687189511e-05	6.73719265322314e-05	2.93731407841641e-05	2.59295186553334e-05	2.0904189826767e-05	1.11690911040423e-05	4.46581130199758e-05	3.97740199283749e-05	3.51746468750654e-05	2.20198619154477e-05	1.21461669733574e-05	4.33319683763295e-06	2.10832577849929e-05	1.42136712775816e-05	1.53075561377286e-05	1.77523616558456e-05	3.34697784635364e-06	7.13485591158487e-06	5.88774426779031e-06	7.57171768742435e-06
Bacillus albus	3.23478932741336e-06	0	2.00449648651856e-07	6.14100609740495e-07	2.45410637029569e-07	0	7.86297746724418e-07	7.48734535683696e-07	1.58290128922034e-06	0	1.09488491664641e-06	0	0	3.9160746051373e-06	5.00936930966955e-06	1.06661140603763e-05	3.98239780171641e-06	4.20962235477855e-06	2.57249284846988e-06	0	9.30638443027567e-06	1.46787996355141e-05	3.63915018564865e-06	2.18353841308071e-06	4.1808379653534e-06	0	6.79579980738762e-06	6.89416345425166e-06	1.04573274493438e-05	9.0081253290468e-06	2.02436116222623e-06	2.16659841881647e-06	2.63540722312412e-06	1.13709370220653e-05	1.09339686698062e-06	1.18349077705637e-06	0	3.56742795579243e-06	9.81290711298385e-07	1.08167395534634e-06
Bacillus mycoides	2.77267656635431e-06	6.71927539334158e-06	4.40989227034083e-06	6.95980691039228e-06	2.45410637029569e-06	3.07799721902951e-06	4.39611922032288e-06	3.78110940520266e-06	5.8039713938079e-06	3.31499038652788e-06	1.64232737496962e-05	1.54181155741943e-05	2.54448609862428e-05	2.74125222359611e-05	1.18077990870782e-05	2.01894301857123e-05	2.78767846120149e-05	2.94673564834499e-05	3.85873927270482e-05	3.30235540499261e-05	1.53913280962252e-05	1.31732817241793e-05	1.19572077528456e-05	6.55061523924212e-06	8.9888016255098e-05	4.46763644161693e-05	1.60186709745565e-05	2.59856930198716e-05	1.71119903716534e-05	1.60144450294165e-05	1.82192504600361e-05	2.38325826069812e-05	2.37186650081171e-05	2.84273425551633e-05	1.96811436056511e-05	2.8403778649353e-05	2.34288449244754e-05	3.21068516021319e-05	6.8690349790887e-06	1.2980087464156e-05
Bacillus cytotoxicus	1.84845104423621e-06	3.83958593905233e-06	1.60359718921485e-06	1.22820121948099e-06	7.60772974791665e-06	7.69499304757378e-06	6.54056762048038e-06	6.36424355331141e-06	1.05526752614689e-06	3.31499038652788e-06	6.56930949987847e-06	7.11605334193585e-06	5.6544135524984e-06	5.87411190770595e-06	7.51405396450433e-05	7.35200004875938e-05	1.59295912068657e-05	8.41924470955711e-06	7.71747854540964e-06	1.37598141874692e-05	8.59050870486985e-05	8.3932623556914e-05	5.45872527847297e-05	4.23060567534387e-05	2.0904189826767e-06	8.93527288323385e-06	7.37829693373513e-05	6.04565102911299e-05	4.65826404561676e-05	0.000100090281433853	4.04872232445246e-06	4.33319683763295e-06	1.58124433387447e-05	5.68546851103265e-06	7.65377806886432e-06	5.91745388528187e-06	6.69395569270727e-06	0	2.94387213389515e-06	1.08167395534634e-06
Bacillus wiedmannii	9.24225522118103e-07	0	1.20269789191114e-06	4.09400406493664e-07	2.45410637029569e-07	2.56499768252459e-07	6.07593713377959e-07	8.23607989252065e-07	1.58290128922034e-06	1.10499679550929e-06	0	1.18600889032264e-06	9.42402258749734e-07	5.87411190770595e-06	1.64593563031999e-05	1.52373058005376e-05	3.98239780171641e-06	0	7.71747854540964e-06	1.10078513499754e-05	1.46754523708193e-05	2.5970183970525e-05	1.14373291548957e-05	2.12894995275369e-05	0	0	1.84457423343378e-05	1.64399282370616e-05	2.47173194257216e-05	2.10189591011092e-05	2.02436116222623e-06	4.33319683763295e-06	7.90622166937235e-06	0	3.28019060094185e-06	1.18349077705637e-06	0	3.56742795579243e-06	0	3.24502186603901e-06
Bacillus bombysepticus	4.62112761059052e-07	0	0	2.04700203246832e-07	0	0	0	3.74367267841848e-08	0	0	0	0	9.42402258749734e-07	1.95803730256865e-06	0	0	0	4.20962235477855e-06	0	0	0	0	0	0	0	0	0	0	1.90133226351705e-06	0	4.04872232445246e-06	2.16659841881647e-06	0	2.84273425551633e-06	1.09339686698062e-06	1.18349077705637e-06	0	0	9.81290711298385e-07	0
